role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
MGR:corpora lutea,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
"MGR:cytochrome p450, nos",GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1016mg/kg/day,no_data,no_data,no_data,no_data
MGR:dead fetuses,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:dystocia,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:epididymis,GenRA Neg Act=0 (0.158) AUC=0 p=0.85,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,1016mg/kg/day,no_effect,no_data,no_effect,no_data
MGR:estrous cycle,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
MGR:fertility,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:food consumption,GenRA Neg Act=0 (0.363) AUC=0 p=0.96,no_data,no_data,no_data,no_data,20mg/kg/day,no_data,1169.16mg/kg/day,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:gestation index,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:gestational length,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:heart,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,272.7mg/kg/day,no_data,no_data,no_data
MGR:implantations,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:kidney,GenRA Pos Act=1 (0.63) AUC=0 p=0.625,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,1150mg/kg/day,0.7mg/kg/day,no_data,no_data,no_data
MGR:lactation index,GenRA Neg Act=0 (0.177) AUC=0 p=0.8,no_data,no_data,no_data,no_data,no_effect,no_data,1254.96mg/kg/day,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:litter size,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:litter viability other,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:live fetuses,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:liver,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,20mg/kg/day,no_data,no_data,no_data,no_data,no_data,1016mg/kg/day,68.1mg/kg/day,no_data,no_data,no_data
MGR:mating,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:mortality,GenRA Neg Act=0 (0.167) AUC=0 p=0.84,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,385mg/kg/day,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:nipple development,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
MGR:offspring survival early other,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:ovary,GenRA Neg Act=0 (0.177) AUC=0 p=0.76,no_data,no_data,no_data,no_data,no_effect,no_data,1410.08mg/kg/day,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:oviduct,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
MGR:pituitary gland,GenRA Neg Act=0 (0.316) AUC=0.125 p=0.905,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,1150mg/kg/day,326.4mg/kg/day,no_data,no_effect,no_data
MGR:postimplantation loss,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:precoital interval,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:pregnancy,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:pregnancy index,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:preimplantation loss,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:premature delivery,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:preputial separation,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data
MGR:prostate,GenRA Neg Act=0 (0.158) AUC=0 p=0.84,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,1150mg/kg/day,no_effect,no_data,no_effect,no_data
MGR:reproductive performance other,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:resorptions,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:seminal vesicle,GenRA Neg Act=0 (0.158) AUC=0 p=0.84,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,1150mg/kg/day,no_effect,no_data,no_effect,no_data
MGR:sex ratio,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:sperm measure,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,20mg/kg/day,no_data,no_data,no_data,no_data,no_data,197mg/kg/day,no_data,no_data,no_data,no_data
MGR:spleen,GenRA Neg Act=0 (0.459) AUC=0 p=0.515,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,1150mg/kg/day,no_data,no_data,no_data,no_data
MGR:stomach,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,35.5mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data
MGR:testes,GenRA Neg Act=0 (0.335) AUC=0 p=0.95,no_data,no_data,no_data,no_data,no_effect,no_data,1254.96mg/kg/day,no_data,no_effect,no_data,no_effect,272.7mg/kg/day,no_data,no_effect,no_data
MGR:testosterone,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,197mg/kg/day,no_data,no_data,no_data,no_data
MGR:thymus,GenRA Neg Act=0 (0.459) AUC=0 p=0.53,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,1150mg/kg/day,no_data,no_data,no_data,no_data
MGR:uterus,GenRA Neg Act=0 (0.158) AUC=0 p=0.83,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,267mg/kg/day,no_effect,no_data,no_effect,no_data
MGR:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
MGR:vaginal opening,GenRA Neg Act=0 (0.459) AUC=0 p=0.48,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,1375mg/kg/day,no_data,no_data,no_data,no_data
MGR:viability index,GenRA Neg Act=0 (0.177) AUC=0 p=0.785,no_data,no_data,no_data,no_data,no_effect,no_data,1254.96mg/kg/day,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_data
SAC:adrenal gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:albumin,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:blood clotting,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:body weight,GenRA Pos Act=1 (0.678) AUC=0 p=0.67,no_data,no_data,no_data,no_data,no_data,no_data,no_data,10mg/kg/day,no_data,250mg/kg/day,no_effect,no_data,no_data,no_data,no_data
SAC:bone,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:bone marrow,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:brain,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:cholesterol,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:clinical signs,GenRA Pos Act=1 (0.678) AUC=0 p=0.655,no_data,no_data,no_data,no_data,no_data,no_data,no_data,10mg/kg/day,no_data,125mg/kg/day,no_effect,no_data,no_data,no_data,no_data
SAC:clitoral gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:creatinine,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:epididymis,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:erythrocyte (rbc) count differential,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:esophagus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:eye,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:food consumption,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,10mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:full gross necropsy,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:gallbladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:general,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:glucose,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:harderian gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:heart,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:hematocrit (hct),GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:hemoglobin (hgb),GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:intestine large,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:intestine small,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:kidney,GenRA Pos Act=1 (0.664) AUC=0 p=0.625,no_data,no_data,no_data,no_data,no_data,no_data,no_data,40mg/kg/day,no_data,no_effect,0.184mg/kg/day,no_data,no_data,no_data,no_data
SAC:lactic acid dehydrogenase (ldh),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,160mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:larynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:leukocyte (wbc) count differential,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,160mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:liver,GenRA Pos Act=1 (0.664) AUC=0 p=0.635,no_data,no_data,no_data,no_data,no_data,no_data,no_data,40mg/kg/day,no_data,no_effect,0.031mg/kg/day,no_data,no_data,no_data,no_data
SAC:lung,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:lymph node,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:mammary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:mortality,GenRA Pos Act=1 (0.678) AUC=0 p=0.675,no_data,no_data,no_data,no_data,no_data,no_data,no_data,160mg/kg/day,no_data,2000mg/kg/day,no_effect,no_data,no_data,no_data,no_data
SAC:nerve,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:nose,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:ovary,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:pancreas,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:parathyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:pituitary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:platelet,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,160mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:potassium,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:preputial gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:prostate,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:protein,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:salivary glands,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:seminal vesicle,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:skeletal muscle,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:skin,GenRA Neg Act=0 (0.343) AUC=0 p=0.67,no_data,no_data,no_data,no_data,no_data,no_data,no_data,40mg/kg/day,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:sodium,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:spleen,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:stomach,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:testes,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:thymus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:thyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:tongue,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:trachea,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:urea nitrogen,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SAC:urinary bladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:uterus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
SAC:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data,no_data
"SUB:5' nucleotidase",GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1663mg/kg/day
SUB:[other],GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1.25mg/kg/day,no_data,no_data,no_data,no_data
SUB:adrenal gland,GenRA TN Act=0 (0.208) AUC=0 p=0.97,no_data,no_effect,580mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,803mg/kg/day,no_effect,no_effect,no_effect
SUB:alanine aminotransferase (alt/sgpt),GenRA FP Act=1 (0.596) AUC=0 p=0.96,no_data,75mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,1.25mg/kg/day,no_data,no_data,no_data,3205mg/kg/day
SUB:albumin,GenRA TN Act=0 (0.332) AUC=0 p=0.95,no_data,no_effect,500mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,616mg/kg/day,no_data,no_data,no_effect
SUB:albumin-globulin ratio,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,131mg/kg/day,no_data,no_data,no_data
SUB:alkaline phosphatase (alp/alk),GenRA TN Act=0 (0.42) AUC=0 p=0.95,no_data,37.5mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,18.95mg/kg/day,no_data,no_data,no_effect
SUB:appearance and color,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:aspartate aminotransferase (ast/sgot),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1.25mg/kg/day,no_data,no_data,no_data,no_data
SUB:bile acids,GenRA FP Act=1 (0.507) AUC=0 p=0.86,no_data,9.375mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,1021mg/kg/day
SUB:bilirubin,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,140mg/kg/day,no_data,no_data,no_data
SUB:blood clotting,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,18.95mg/kg/day,no_data,no_data,no_data
SUB:body weight,GenRA TP Act=1 (0.622) AUC=0 p=0.99,no_data,75mg/kg/day,580mg/kg/day,5mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,131mg/kg/day,no_effect,150mg/kg/day,199mg/kg/day
SUB:bone,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:bone marrow,GenRA Neg Act=0 (0.415) AUC=0 p=0.99,no_data,37.5mg/kg/day,500mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,1021mg/kg/day
SUB:brain,GenRA TN Act=0 (0.201) AUC=0 p=0.99,no_data,no_effect,no_effect,15mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,150mg/kg/day,no_effect
SUB:calcium,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,3.52mg/kg/day,no_data,no_data,no_data
SUB:cholesterol,GenRA TN Act=0 (0.484) AUC=0 p=0.995,no_data,no_effect,500mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,1.25mg/kg/day,3.24mg/kg/day,57.9mg/kg/day,no_data,no_effect
SUB:clinical signs,GenRA TP Act=1 (0.602) AUC=0 p=0.995,no_data,no_effect,50mg/kg/day,5mg/kg/day,no_data,no_data,no_data,no_data,400mg/kg/day,1000mg/kg/day,no_effect,131mg/kg/day,no_effect,no_effect,2723mg/kg/day
SUB:clitoral gland,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:creatine phosphokinase,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:creatinine,GenRA TN Act=0 (0.332) AUC=0 p=0.975,no_data,no_effect,500mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,140mg/kg/day,no_data,no_data,no_effect
SUB:ear,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data
SUB:eosinophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,809.7mg/kg/day,no_data,no_data,no_data
SUB:epididymis,GenRA TN Act=0 (0.203) AUC=0 p=0.97,no_data,no_effect,no_effect,500mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,536mg/kg/day,no_effect,no_effect,no_effect
SUB:erythrocyte (rbc) count differential,GenRA FP Act=1 (0.636) AUC=0 p=0.96,no_data,18.75mg/kg/day,no_data,500mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,536mg/kg/day,no_data,no_data,no_effect
